Item_Weight,Item_Fat_Content,Item_Visibility,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Item_Outlet_Sales,Item_Type_Combined,Outlet_Years,Outlet_Size_High,Outlet_Size_Medium,Outlet_Size_Small,Outlet_Location_Type_Tier 1,Outlet_Location_Type_Tier 2,Outlet_Location_Type_Tier 3,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3
19.85,0,0.025947095,46.9376,1,1987,575.2512,2,26,1,0,0,0,0,1,0,1,0,0
10.395,2,0.091688111,49.0008,2,2007,860.2136,0,6,0,0,0,0,1,0,0,1,0,0
,1,0.0,40.5138,4,1985,40.6138,1,28,0,0,1,1,0,0,1,0,0,0
,2,0.165101585,87.7882,4,1985,515.3292,0,28,0,0,1,1,0,0,1,0,0,0
15.1,0,0.059417055,237.9248,9,1999,2133.2232,2,14,0,1,0,1,0,0,0,1,0,0
20.5,1,0.036287517000000005,121.2756,3,2009,2181.1608,0,4,0,1,0,0,0,1,0,0,1,0
15.6,1,0.037764268999999996,124.9704,7,2002,2253.0672,0,11,0,0,0,0,1,0,0,1,0,0
16.75,2,0.024848787999999997,39.9822,6,2004,746.3618,1,9,0,0,1,0,1,0,0,1,0,0
10.85,1,0.162903525,104.9622,3,2009,1482.0708,0,4,0,1,0,0,0,1,0,0,1,0
16.2,2,0.016747538,98.6726,2,2007,1272.3438,0,6,0,0,0,0,1,0,0,1,0,0
7.72,2,0.147904328,116.6466,0,1998,117.8466,0,15,0,0,0,0,0,1,1,0,0,0
,1,0.079904068,120.044,5,1985,4434.228,0,28,0,1,0,0,0,1,0,0,0,1
5.785,2,0.040325274,180.46599999999998,1,1987,719.064,0,26,1,0,0,0,0,1,0,1,0,0
,2,0.06302467,181.6318,5,1985,1263.0226,0,28,0,1,0,0,0,1,0,0,0,1
15.2,1,0.021203509,216.3824,6,2004,6114.7072,0,9,0,0,1,0,1,0,0,1,0,0
13.1,2,0.098765906,196.3768,6,2004,2167.8448,0,9,0,0,1,0,1,0,0,1,0,0
6.32,1,0.012707362,41.0822,1,1987,942.7728,0,26,1,0,0,0,0,1,0,1,0,0
17.85,1,0.04442649,124.902,1,1987,1897.53,0,26,1,0,0,0,0,1,0,1,0,0
,2,0.12171245900000001,101.2016,5,1985,2631.2416,0,28,0,1,0,0,0,1,0,0,0,1
13.85,1,0.030769458,141.7154,1,1987,2978.1234,1,26,1,0,0,0,0,1,0,1,0,0
5.78,1,0.014614357,147.3102,3,2009,2332.9632,1,4,0,1,0,0,0,1,0,0,1,0
,2,0.076868664,62.1194,4,1985,123.8388,0,28,0,0,1,1,0,0,1,0,0,0
6.885,2,0.140292495,108.5228,7,2002,1989.4104,0,11,0,0,0,0,1,0,0,1,0,0
8.42,0,0.070555571,216.0192,6,2004,2372.9112,2,9,0,0,1,0,1,0,0,1,0,0
7.63,1,0.061409711,94.6436,2,2007,1607.2412,1,6,0,0,0,0,1,0,0,1,0,0
10.5,2,0.066555152,80.896,2,2007,958.752,0,6,0,0,0,0,1,0,0,1,0,0
7.575,1,0.092711708,197.7768,0,1998,197.0768,0,15,0,0,0,0,0,1,1,0,0,0
13.5,2,0.017844608999999997,81.396,1,1987,1198.44,0,26,1,0,0,0,0,1,0,1,0,0
12.15,1,0.025916882999999998,120.244,7,2002,2277.036,0,11,0,0,0,0,1,0,0,1,0,0
5.405,2,0.053611144000000006,197.7742,6,2004,796.2968,0,9,0,0,1,0,1,0,0,1,0,0
,0,0.20778348300000002,262.291,4,1985,525.982,2,28,0,0,1,1,0,0,1,0,0,0
7.435,1,0.122837694,208.7638,8,1997,3105.9570000000003,0,16,0,0,1,1,0,0,0,1,0,0
4.635,1,0.141174838,127.0994,7,2002,2826.9868,0,11,0,0,0,0,1,0,0,1,0,0
8.96,2,0.069078149,197.7768,7,2002,3153.2288,0,11,0,0,0,0,1,0,0,1,0,0
18.35,0,0.08934507400000001,191.9504,3,2009,5369.0112,2,4,0,1,0,0,0,1,0,0,1,0
11.65,2,0.058822142,173.5422,9,1999,3448.844,0,14,0,1,0,1,0,0,0,1,0,0
10.5,1,0.07136869900000001,121.3098,9,1999,1446.1176,0,14,0,1,0,1,0,0,0,1,0,0
7.39,0,0.068055818,140.7812,3,2009,1567.2932,2,4,0,1,0,0,0,1,0,0,1,0
,2,0.150122794,154.5314,5,1985,1396.1826,0,28,0,1,0,0,0,1,0,0,0,1
14.0,1,0.030094192000000002,215.7192,8,1997,1078.596,0,16,0,0,1,1,0,0,0,1,0,0
18.5,2,0.076097035,145.8102,0,1998,291.6204,0,15,0,0,0,0,0,1,1,0,0,0
13.65,2,0.025973384,79.6302,7,2002,554.6114,0,11,0,0,0,0,1,0,0,1,0,0
14.15,1,0.0,244.1828,7,2002,731.0484,0,11,0,0,0,0,1,0,0,1,0,0
10.1,2,0.053887301,225.6088,2,2007,4250.4672,0,6,0,0,0,0,1,0,0,1,0,0
10.1,1,0.024262772000000002,117.615,3,2009,1514.695,0,4,0,1,0,0,0,1,0,0,1,0
13.85,1,0.034624103999999996,115.0492,9,1999,4054.722,1,14,0,1,0,1,0,0,0,1,0,0
13.1,2,0.044281996,178.5318,7,2002,3067.3406,0,11,0,0,0,0,1,0,0,1,0,0
18.75,0,0.052121825,104.82799999999999,9,1999,2343.616,2,14,0,1,0,1,0,0,0,1,0,0
14.0,2,0.135662712,52.06399999999999,1,1987,852.2239999999999,0,26,1,0,0,0,0,1,0,1,0,0
16.1,1,0.023613955,192.8846,9,1999,5350.3688,1,14,0,1,0,1,0,0,0,1,0,0
,1,0.082152451,179.9002,5,1985,4119.3046,0,28,0,1,0,0,0,1,0,0,0,1
,2,0.02363057,141.7154,4,1985,425.4462,0,28,0,0,1,1,0,0,1,0,0,0
12.35,0,0.164274416,119.8124,7,2002,2133.2232,2,11,0,0,0,0,1,0,0,1,0,0
20.7,2,0.047587685,215.0876,7,2002,5145.3024,0,11,0,0,0,0,1,0,0,1,0,0
7.825,1,0.07995298299999999,62.7826,3,2009,1162.4868,0,4,0,1,0,0,0,1,0,0,1,0
,0,0.024992442,53.6614,4,1985,165.7842,2,28,0,0,1,1,0,0,1,0,0,0
12.1,1,0.11510702800000001,222.0114,7,2002,3547.3824,0,11,0,0,0,0,1,0,0,1,0,0
,0,0.008604657,123.1756,5,1985,1211.756,2,28,0,1,0,0,0,1,0,0,0,1
14.65,0,0.08352844599999999,162.4552,7,2002,2274.3728,2,11,0,0,0,0,1,0,0,1,0,0
,2,0.036731658,177.237,5,1985,4763.799,0,28,0,1,0,0,0,1,0,0,0,1
20.75,2,0.129337594,238.188,8,1997,5033.448,0,16,0,0,1,1,0,0,0,1,0,0
11.15,0,0.0,65.0142,9,1999,1120.5414,2,14,0,1,0,1,0,0,0,1,0,0
12.1,1,0.029827665,144.3444,9,1999,2612.5992,1,14,0,1,0,1,0,0,0,1,0,0
11.6,2,0.157718931,168.3474,2,2007,4548.0798,0,6,0,0,0,0,1,0,0,1,0,0
17.6,1,0.008046275,173.7422,2,2007,5863.0348,0,6,0,0,0,0,1,0,0,1,0,0
,0,0.06875355799999999,127.9678,4,1985,254.3356,2,28,0,0,1,1,0,0,1,0,0,0
,1,0.013199737,108.9254,5,1985,2713.135,0,28,0,1,0,0,0,1,0,0,0,1
10.65,1,0.023971463,54.0272,8,1997,447.4176,0,16,0,0,1,1,0,0,0,1,0,0
18.35,2,0.09468096,86.2882,3,2009,1631.8758,0,4,0,1,0,0,0,1,0,0,1,0
7.35,2,0.014394261,241.3512,7,2002,5331.7264,0,11,0,0,0,0,1,0,0,1,0,0
18.2,1,0.049396364000000005,146.4734,9,1999,3563.3616,0,14,0,1,0,1,0,0,0,1,0,0
8.39,2,0.024243294,116.0176,9,1999,1603.2464,0,14,0,1,0,1,0,0,0,1,0,0
14.3,1,0.12246920900000001,121.973,1,1987,2709.8059999999996,0,26,1,0,0,0,0,1,0,1,0,0
10.195,2,0.017730951000000002,239.8538,2,2007,4086.0146,0,6,0,0,0,0,1,0,0,1,0,0
14.15,1,0.035016754,245.3828,3,2009,1705.7796,0,4,0,1,0,0,0,1,0,0,1,0
16.2,1,0.019417732,153.7972,7,2002,1402.1748,1,11,0,0,0,0,1,0,0,1,0,0
,0,0.066358426,195.2478,5,1985,7168.6686,2,28,0,1,0,0,0,1,0,0,0,1
12.65,1,0.105265475,159.9578,0,1998,962.7468,1,15,0,0,0,0,0,1,1,0,0,0
,1,0.038736754,37.319,5,1985,1281.665,1,28,0,1,0,0,0,1,0,0,0,1
10.895,1,0.04499187599999999,107.228,0,1998,426.11199999999997,0,15,0,0,0,0,0,1,1,0,0,0
5.735,1,0.05696122,176.33700000000002,8,1997,1764.37,0,16,0,0,1,1,0,0,0,1,0,0
17.85,1,0.147255604,93.7436,2,2007,1701.7848,0,6,0,0,0,0,1,0,0,1,0,0
5.82,2,0.077319079,255.433,8,1997,4357.661,0,16,0,0,1,1,0,0,0,1,0,0
10.0,0,0.089135671,146.9102,6,2004,3207.8244,2,9,0,0,1,0,1,0,0,1,0,0
17.6,2,0.041373331,38.119,6,2004,732.38,0,9,0,0,1,0,1,0,0,1,0,0
,1,0.04403602,173.308,5,1985,6751.2119999999995,1,28,0,1,0,0,0,1,0,0,0,1
10.1,1,0.027041858999999998,77.567,1,1987,306.268,0,26,1,0,0,0,0,1,0,1,0,0
,2,0.056782237,241.2512,5,1985,8239.9408,0,28,0,1,0,0,0,1,0,0,0,1
17.6,2,0.03922186,97.241,8,1997,193.082,0,16,0,0,1,1,0,0,0,1,0,0
8.645,1,0.021581922000000003,53.3982,6,2004,1209.7586,0,9,0,0,1,0,1,0,0,1,0,0
19.5,1,0.12820600099999999,155.9314,8,1997,3878.285,0,16,0,0,1,1,0,0,0,1,0,0
7.68,1,0.071301323,190.8162,2,2007,2693.8268,0,6,0,0,0,0,1,0,0,1,0,0
15.7,1,0.030765898,43.277,7,2002,649.155,1,11,0,0,0,0,1,0,0,1,0,0
5.405,2,0.053730029000000006,199.0742,7,2002,4777.7808,0,11,0,0,0,0,1,0,0,1,0,0
20.85,2,0.062350672,86.9514,7,2002,1416.8224,0,11,0,0,0,0,1,0,0,1,0,0
7.39,0,0.068163102,140.4812,2,2007,2422.1804,2,6,0,0,0,0,1,0,0,1,0,0
6.465,1,0.0,263.1884,3,2009,2914.8724,0,4,0,1,0,0,0,1,0,0,1,0
18.25,1,0.015309885,197.6084,7,2002,2380.9008,0,11,0,0,0,0,1,0,0,1,0,0
,2,0.106538757,222.3772,5,1985,1556.6404,0,28,0,1,0,0,0,1,0,0,0,1
,1,0.061999648,230.00099999999998,4,1985,689.1030000000001,0,28,0,0,1,1,0,0,1,0,0,0
10.195,1,0.051618280999999995,31.9558,1,1987,373.5138,0,26,1,0,0,0,0,1,0,1,0,0
15.1,1,0.076505799,91.583,2,2007,539.298,0,6,0,0,0,0,1,0,0,1,0,0
13.65,2,0.013091186000000001,114.8834,3,2009,1612.5676,0,4,0,1,0,0,0,1,0,0,1,0
,1,0.022074764,141.418,4,1985,559.2719999999999,0,28,0,0,1,1,0,0,1,0,0,0
,1,0.079146113,181.46599999999998,4,1985,179.766,0,28,0,0,1,1,0,0,1,0,0,0
5.985,1,0.096337184,125.2678,2,2007,763.0068,0,6,0,0,0,0,1,0,0,1,0,0
9.5,1,0.142425145,189.9872,0,1998,756.3488,1,15,0,0,0,0,0,1,1,0,0,0
11.15,1,0.0,44.7744,7,2002,181.0976,0,11,0,0,0,0,1,0,0,1,0,0
,0,0.041663111,188.6214,5,1985,6029.4848,2,28,0,1,0,0,0,1,0,0,0,1
18.0,0,0.019386234,126.8994,8,1997,3083.9856,2,16,0,0,1,1,0,0,0,1,0,0
,0,0.135226962,56.293,4,1985,113.186,2,28,0,0,1,1,0,0,1,0,0,0
16.2,1,0.0,73.4696,1,1987,2087.9488,1,26,1,0,0,0,0,1,0,1,0,0
13.15,1,0.036729122,179.7976,9,1999,2535.3664,0,14,0,1,0,1,0,0,0,1,0,0
20.6,0,0.045380404000000006,148.4392,1,1987,1789.6704,2,26,1,0,0,0,0,1,0,1,0,0
11.395,2,0.06958717099999999,234.6616,8,1997,4687.232,0,16,0,0,1,1,0,0,0,1,0,0
6.78,2,0.08573655,229.5694,1,1987,3425.5409999999997,0,26,1,0,0,0,0,1,0,1,0,0
8.84,2,0.076681143,110.7228,9,1999,1657.842,0,14,0,1,0,1,0,0,0,1,0,0
16.7,1,0.10205577699999999,184.0292,8,1997,3101.2964,0,16,0,0,1,1,0,0,0,1,0,0
13.3,2,0.071856726,63.2536,2,2007,1347.5792,0,6,0,0,0,0,1,0,0,1,0,0
12.6,2,0.063054947,102.399,2,2007,2270.3779999999997,0,6,0,0,0,0,1,0,0,1,0,0
7.6,2,0.14238384699999998,172.3448,6,2004,2556.672,0,9,0,0,1,0,1,0,0,1,0,0
12.6,2,0.03150851,170.5764,1,1987,3779.0808,0,26,1,0,0,0,0,1,0,1,0,0
6.67,2,0.123620492,90.0514,9,1999,1505.3738,0,14,0,1,0,1,0,0,0,1,0,0
10.695,0,0.06375108,36.7848,6,2004,782.9808,2,9,0,0,1,0,1,0,0,1,0,0
,1,0.04461205,241.1538,4,1985,480.7076,0,28,0,0,1,1,0,0,1,0,0,0
16.6,1,0.12220437099999999,173.5738,6,2004,1911.5118,0,9,0,0,1,0,1,0,0,1,0,0
10.0,2,0.037764307000000004,127.2994,8,1997,642.497,0,16,0,0,1,1,0,0,0,1,0,0
19.1,0,0.09243771099999999,185.2608,2,2007,1470.0864,2,6,0,0,0,0,1,0,0,1,0,0
17.6,0,0.137807013,161.792,0,1998,159.792,2,15,0,0,0,0,0,1,1,0,0,0
19.5,2,0.07729230200000001,235.3958,9,1999,6309.7866,1,14,0,1,0,1,0,0,0,1,0,0
10.1,2,0.045763062,38.4848,9,1999,633.8416,0,14,0,1,0,1,0,0,0,1,0,0
8.6,0,0.090558833,112.6176,3,2009,3091.9752,2,4,0,1,0,0,0,1,0,0,1,0
19.7,1,0.041703666,109.1912,1,1987,1637.868,0,26,1,0,0,0,0,1,0,1,0,0
15.35,1,0.014098693,37.219,2,2007,805.618,0,6,0,0,0,0,1,0,0,1,0,0
5.26,2,0.042008667,162.6868,2,2007,3767.0964,0,6,0,0,0,0,1,0,0,1,0,0
9.8,1,0.10693374800000001,175.33700000000002,7,2002,529.311,0,11,0,0,0,0,1,0,0,1,0,0
16.5,0,0.012663476000000002,39.3506,7,2002,645.1602,2,11,0,0,0,0,1,0,0,1,0,0
10.5,1,0.041387618,40.1164,6,2004,849.5608,0,9,0,0,1,0,1,0,0,1,0,0
13.1,0,0.012148836000000001,191.35299999999998,3,2009,1328.271,2,4,0,1,0,0,0,1,0,0,1,0
,2,0.005935001,98.8358,5,1985,2010.7160000000001,0,28,0,1,0,0,0,1,0,0,0,1
9.3,2,0.014047825,196.5084,7,2002,4364.9848,0,11,0,0,0,0,1,0,0,1,0,0
14.3,1,0.026375082,79.6302,7,2002,792.302,0,11,0,0,0,0,1,0,0,1,0,0
,1,0.0,55.7298,5,1985,2804.3496,0,28,0,1,0,0,0,1,0,0,0,1
10.8,1,0.052174319000000004,240.3564,7,2002,4290.4152,1,11,0,0,0,0,1,0,0,1,0,0
,2,0.0,38.1848,4,1985,37.2848,0,28,0,0,1,1,0,0,1,0,0,0
12.85,1,0.13778685599999999,157.763,3,2009,2659.8709999999996,0,4,0,1,0,0,0,1,0,0,1,0
6.78,1,0.06660848700000001,184.62400000000002,6,2004,5406.295999999999,0,9,0,0,1,0,1,0,0,1,0,0
9.195,2,0.064002068,85.5566,6,2004,930.1226,0,9,0,0,1,0,1,0,0,1,0,0
7.905,1,0.06406438,229.2694,8,1997,1826.9552,1,16,0,0,1,1,0,0,0,1,0,0
17.6,1,0.049345425,115.4176,2,2007,1145.1760000000002,0,6,0,0,0,0,1,0,0,1,0,0
15.7,2,0.11521312,112.0202,2,2007,3150.5656,0,6,0,0,0,0,1,0,0,1,0,0
,2,0.0,83.7566,4,1985,253.6698,0,28,0,0,1,1,0,0,1,0,0,0
19.2,1,0.099991245,112.7886,1,1987,1779.0176,0,26,1,0,0,0,0,1,0,1,0,0
7.405,1,0.015334003,92.7146,3,2009,1185.7898,0,4,0,1,0,0,0,1,0,0,1,0
19.5,2,0.129170642,233.9958,0,1998,467.3916,1,15,0,0,0,0,0,1,1,0,0,0
9.195,2,0.051908824000000006,78.1644,2,2007,1414.1592,0,6,0,0,0,0,1,0,0,1,0,0
11.65,1,0.13177092199999998,151.1024,7,2002,1518.024,0,11,0,0,0,0,1,0,0,1,0,0
21.1,0,0.028984804,146.1786,1,1987,3034.0506,2,26,1,0,0,0,0,1,0,1,0,0
8.695,0,0.120211747,93.2094,2,2007,666.4658,2,6,0,0,0,0,1,0,0,1,0,0
7.27,2,0.02076385,89.0488,1,1987,181.0976,0,26,1,0,0,0,0,1,0,1,0,0
8.85,0,0.016006626,105.6964,1,1987,210.3928,2,26,1,0,0,0,0,1,0,1,0,0
18.6,1,0.015766712,152.9366,6,2004,1662.5026,0,9,0,0,1,0,1,0,0,1,0,0
,0,0.024536198999999998,144.6102,5,1985,3791.0652,2,28,0,1,0,0,0,1,0,0,0,1
9.1,2,0.008046878,78.7618,9,1999,402.809,0,14,0,1,0,1,0,0,0,1,0,0
7.975,1,0.014653896000000001,82.425,9,1999,749.025,0,14,0,1,0,1,0,0,0,1,0,0
10.0,0,0.073794811,121.444,2,2007,2516.724,2,6,0,0,0,0,1,0,0,1,0,0
6.865,1,0.056830682,214.0218,8,1997,5556.7668,0,16,0,0,1,1,0,0,0,1,0,0
16.7,2,0.054618573,65.5168,6,2004,1022.6688,0,9,0,0,1,0,1,0,0,1,0,0
7.285,0,0.052141447,174.9054,0,1998,525.3162,2,15,0,0,0,0,0,1,1,0,0,0
8.43,1,0.017360867,196.2768,7,2002,1576.6144,1,11,0,0,0,0,1,0,0,1,0,0
20.2,2,0.196438668,194.611,0,1998,392.82199999999995,0,15,0,0,0,0,0,1,1,0,0,0
8.75,2,0.074743226,187.6556,9,1999,5257.1568,0,14,0,1,0,1,0,0,0,1,0,0
,1,0.127792701,111.1886,5,1985,4447.544,0,28,0,1,0,0,0,1,0,0,0,1
,0,0.024358634,190.4214,5,1985,5652.642,2,28,0,1,0,0,0,1,0,0,0,1
9.695,1,0.070431235,177.5344,6,2004,3033.3848,1,9,0,0,1,0,1,0,0,1,0,0
7.75,2,0.08293069900000001,35.2558,8,1997,780.9834,0,16,0,0,1,1,0,0,0,1,0,0
19.75,1,0.041330512,115.8466,1,1987,2474.7786,0,26,1,0,0,0,0,1,0,1,0,0
9.8,2,0.235354055,50.8008,0,1998,101.2016,0,15,0,0,0,0,0,1,1,0,0,0
11.8,2,0.057746382,152.4366,2,2007,3929.5516,0,6,0,0,0,0,1,0,0,1,0,0
9.8,2,0.045337184,36.8874,9,1999,564.5984,0,14,0,1,0,1,0,0,0,1,0,0
7.42,1,0.020374875,248.0092,1,1987,1245.046,0,26,1,0,0,0,0,1,0,1,0,0
20.75,1,0.035568147,151.8024,0,1998,151.8024,1,15,0,0,0,0,0,1,1,0,0,0
12.6,2,0.062797771,103.999,9,1999,825.592,0,14,0,1,0,1,0,0,0,1,0,0
19.75,2,0.018096488,179.56599999999997,3,2009,2696.49,0,4,0,1,0,0,0,1,0,0,1,0
10.895,2,0.009613854,122.973,1,1987,1231.73,0,26,1,0,0,0,0,1,0,1,0,0
16.6,1,0.026645307000000003,53.5614,3,2009,939.4438,0,4,0,1,0,0,0,1,0,0,1,0
6.765,2,0.08775368199999999,105.3306,2,2007,2090.612,0,6,0,0,0,0,1,0,0,1,0,0
13.1,1,0.037657459,175.8054,7,2002,2801.6864,0,11,0,0,0,0,1,0,0,1,0,0
,0,0.041091215,89.5514,5,1985,3364.9532,2,28,0,1,0,0,0,1,0,0,0,1
6.155,2,0.095195306,213.956,2,2007,2343.616,0,6,0,0,0,0,1,0,0,1,0,0
10.65,0,0.048686689000000005,164.1526,8,1997,1808.9786,2,16,0,0,1,1,0,0,0,1,0,0
,1,0.11709121300000001,197.9084,4,1985,992.0419999999999,0,28,0,0,1,1,0,0,1,0,0,0
20.25,2,0.022940826,241.8538,8,1997,5768.4912,0,16,0,0,1,1,0,0,0,1,0,0
20.5,1,0.119339241,106.0596,6,2004,970.7364,0,9,0,0,1,0,1,0,0,1,0,0
11.8,2,0.014075333999999998,176.8344,1,1987,3568.688,0,26,1,0,0,0,0,1,0,1,0,0
15.0,1,0.046336634,120.0414,1,1987,3533.4006,0,26,1,0,0,0,0,1,0,1,0,0
13.15,1,0.036641589,180.7976,1,1987,6157.3184,0,26,1,0,0,0,0,1,0,1,0,0
15.5,2,0.101176316,198.9768,3,2009,4729.8432,0,4,0,1,0,0,0,1,0,0,1,0
,1,0.035737372999999996,260.6278,5,1985,9371.8008,0,28,0,1,0,0,0,1,0,0,0,1
11.6,2,0.079376029,81.7276,2,2007,1949.4624,0,6,0,0,0,0,1,0,0,1,0,0
14.35,2,0.091054989,231.8984,9,1999,4633.968,0,14,0,1,0,1,0,0,0,1,0,0
13.15,1,0.043852434,182.695,7,2002,4211.185,0,11,0,0,0,0,1,0,0,1,0,0
10.895,2,0.009620041999999999,121.67299999999999,6,2004,1970.7679999999998,0,9,0,0,1,0,1,0,0,1,0,0
10.1,0,0.054939848,199.5084,2,2007,3372.9428,2,6,0,0,0,0,1,0,0,1,0,0
18.7,1,0.014675573999999999,50.8324,2,2007,934.7832,1,6,0,0,0,0,1,0,0,1,0,0
12.15,0,0.14526636,224.0404,9,1999,3375.6059999999998,2,14,0,1,0,1,0,0,0,1,0,0
10.195,2,0.14666293800000002,138.6838,8,1997,2388.2246,0,16,0,0,1,1,0,0,0,1,0,0
8.575,2,0.07178670599999999,193.3794,1,1987,780.3176,0,26,1,0,0,0,0,1,0,1,0,0
16.5,2,0.133424184,102.2332,0,1998,102.5332,0,15,0,0,0,0,0,1,1,0,0,0
9.065,1,0.11579959199999999,95.3094,3,2009,1713.7692,0,4,0,1,0,0,0,1,0,0,1,0
16.6,0,0.027579198,178.7344,8,1997,1605.9096,2,16,0,0,1,1,0,0,0,1,0,0
11.6,2,0.241055611,238.5222,0,1998,717.0666,0,15,0,0,0,0,0,1,1,0,0,0
19.5,0,0.014332438999999999,57.1614,3,2009,1381.535,2,4,0,1,0,0,0,1,0,0,1,0
16.6,0,0.027133398,106.2596,0,1998,215.7192,2,15,0,0,0,0,0,1,1,0,0,0
11.85,1,0.132876847,98.0726,9,1999,1076.5986,1,14,0,1,0,1,0,0,0,1,0,0
12.85,1,0.03315162,170.6422,1,1987,2931.5174,0,26,1,0,0,0,0,1,0,1,0,0
9.0,0,0.019536981000000002,170.0474,9,1999,4211.185,2,14,0,1,0,1,0,0,0,1,0,0
5.655,1,0.085258864,165.85,6,2004,1830.95,0,9,0,0,1,0,1,0,0,1,0,0
8.93,0,0.013179388,55.1614,8,1997,939.4438,2,16,0,0,1,1,0,0,0,1,0,0
15.2,0,0.033592687,108.1912,6,2004,1856.2504,2,9,0,0,1,0,1,0,0,1,0,0
7.655,1,0.05346916,114.1492,0,1998,115.8492,0,15,0,0,0,0,0,1,1,0,0,0
,1,0.126831854,209.02700000000002,5,1985,4613.994000000001,0,28,0,1,0,0,0,1,0,0,0,1
15.5,1,0.103603094,143.547,9,1999,1431.47,0,14,0,1,0,1,0,0,0,1,0,0
18.7,1,0.10484088400000001,122.1072,9,1999,490.0288,0,14,0,1,0,1,0,0,0,1,0,0
9.5,1,0.042056944000000006,31.89,3,2009,366.19,1,4,0,1,0,0,0,1,0,0,1,0
13.65,1,0.040049609,34.4558,2,2007,611.2044,0,6,0,0,0,0,1,0,0,1,0,0
19.5,2,0.03075661,86.25399999999999,7,2002,2163.85,0,11,0,0,0,0,1,0,0,1,0,0
8.71,1,0.0,46.5376,1,1987,575.2512,0,26,1,0,0,0,0,1,0,1,0,0
,2,0.03941584,247.8092,4,1985,498.0184,0,28,0,0,1,1,0,0,1,0,0,0
19.6,1,0.024363938999999998,46.3718,2,2007,661.8052,1,6,0,0,0,0,1,0,0,1,0,0
,2,0.131443921,189.1872,5,1985,5294.4416,0,28,0,1,0,0,0,1,0,0,0,1
11.8,0,0.05872513099999999,82.3618,6,2004,1208.427,2,9,0,0,1,0,1,0,0,1,0,0
6.715,2,0.122274118,40.3454,2,2007,838.908,0,6,0,0,0,0,1,0,0,1,0,0
19.1,0,0.067239404,39.6796,1,1987,660.4736,2,26,1,0,0,0,0,1,0,1,0,0
20.7,1,0.021464453999999997,156.6288,9,1999,3928.22,0,14,0,1,0,1,0,0,0,1,0,0
10.195,1,0.112681821,113.986,3,2009,452.744,1,4,0,1,0,0,0,1,0,0,1,0
20.2,2,0.039469737000000005,155.16299999999998,2,2007,782.315,0,6,0,0,0,0,1,0,0,1,0,0
10.8,1,0.061101382999999995,151.9024,8,1997,2580.6408,1,16,0,0,1,1,0,0,0,1,0,0
19.75,0,0.014359584,100.8332,3,2009,1537.9979999999998,2,4,0,1,0,0,0,1,0,0,1,0
19.35,1,0.016637301,120.9098,9,1999,1687.1372,0,14,0,1,0,1,0,0,0,1,0,0
7.405,1,0.159843921,206.6296,3,2009,3115.9440000000004,0,4,0,1,0,0,0,1,0,0,1,0
15.25,0,0.061308889000000005,128.8968,7,2002,2348.9424,2,11,0,0,0,0,1,0,0,1,0,0
,0,0.055566935,263.591,4,1985,262.991,2,28,0,0,1,1,0,0,1,0,0,0
8.895,1,0.026397141000000002,207.8954,7,2002,3542.7218,0,11,0,0,0,0,1,0,0,1,0,0
18.75,0,0.034307348,215.2218,8,1997,4701.8796,2,16,0,0,1,1,0,0,0,1,0,0
20.1,1,0.07462720099999999,110.3228,8,1997,1768.3648,0,16,0,0,1,1,0,0,0,1,0,0
12.35,0,0.041973712,35.7216,2,2007,519.3240000000001,2,6,0,0,0,0,1,0,0,1,0,0
16.85,2,0.080015028,111.8544,3,2009,1677.816,0,4,0,1,0,0,0,1,0,0,1,0
18.25,1,0.10084386,166.3526,0,1998,164.4526,0,15,0,0,0,0,0,1,1,0,0,0
17.0,1,0.055519560999999995,219.8114,9,1999,1108.557,0,14,0,1,0,1,0,0,0,1,0,0
,2,0.012203915,133.2284,5,1985,4350.3372,0,28,0,1,0,0,0,1,0,0,0,1
14.3,1,0.130946374,76.7328,3,2009,1312.9576,0,4,0,1,0,0,0,1,0,0,1,0
17.6,2,0.041381156,35.019,8,1997,659.1419999999999,0,16,0,0,1,1,0,0,0,1,0,0
,2,0.04586701,37.9506,5,1985,910.8144,0,28,0,1,0,0,0,1,0,0,0,1
20.25,1,0.036474041,218.3482,3,2009,2409.5302,1,4,0,1,0,0,0,1,0,0,1,0
18.0,1,0.039231652,145.1418,2,2007,2648.5524,0,6,0,0,0,0,1,0,0,1,0,0
16.35,0,0.013393536999999999,106.02799999999999,7,2002,1065.28,2,11,0,0,0,0,1,0,0,1,0,0
14.0,2,0.031444357,53.763999999999996,2,2007,798.96,0,6,0,0,0,0,1,0,0,1,0,0
5.78,1,0.014555066,145.2102,8,1997,3062.0142,1,16,0,0,1,1,0,0,0,1,0,0
21.0,1,0.082526478,191.8478,0,1998,774.9912,0,15,0,0,0,0,0,1,1,0,0,0
13.65,2,0.080765853,262.8936,9,1999,4958.8784,0,14,0,1,0,1,0,0,0,1,0,0
12.3,2,0.17797002,173.1396,0,1998,697.7584,0,15,0,0,0,0,0,1,1,0,0,0
12.35,2,0.03382933,196.9426,7,2002,2768.3964,0,11,0,0,0,0,1,0,0,1,0,0
11.8,1,0.11397026,185.1924,2,2007,2591.2936,1,6,0,0,0,0,1,0,0,1,0,0
19.7,1,0.038729457,127.3362,6,2004,755.0172,1,9,0,0,1,0,1,0,0,1,0,0
